              File1                       File2          Case  File1_Value  File2_Value  AbsError   SMAPE(%)
-------------------  --------------------------  ------------  -----------  -----------  --------  ---------
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1000         4734         4730         4   0.084531
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1002         1029          995        34   3.359684
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1005         8229         8191        38   0.462850
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1006         5669         5649        20   0.353419
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1007          969          957        12   1.246106
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1010         3841         3793        48   1.257532
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1012         2014         1981        33   1.652065
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1015         3916         3896        20   0.512033
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1016         1952         1952         0   0.000000
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1019         3805         3803         2   0.052576
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1020         2004         1992        12   0.600601
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1021        13409        13346        63   0.470940
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1022         2996         2978        18   0.602611
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1024         1910         1893        17   0.894031
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1025          973          973         0   0.000000
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1029         2006         2006         0   0.000000
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1034         8392         8381        11   0.131163
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1035         5665         5647        18   0.318246
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1036          957          925        32   3.400638
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt   chr1_S1_103         6477         6472         5   0.077226
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1040         8945         8932        13   0.145438
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1042         4579         4567        12   0.262410
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1043         1073         1064         9   0.842302
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1045          938          923        15   1.612037
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1048         7294         7278        16   0.219599
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt   chr1_S1_104         4745         4713        32   0.676676
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1050         2943         2901        42   1.437372
GWFA_err5%_100k.txt  GWFA_err5%_100k_github.txt  chr1_S1_1053         3905         3870        35   0.900322
