              File1                       File2          Case  File1_Value  File2_Value  AbsError   SMAPE(%)
-------------------  --------------------------  ------------  -----------  -----------  --------  ---------
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1004        14713        14689        24   0.163254
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1005        15587        15528        59   0.379238
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt   chr1_S1_100        17188        17151        37   0.215498
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1012        13056        13042        14   0.107288
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1013        14073        14018        55   0.391584
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1015        15334        15304        30   0.195835
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1016        14366        14346        20   0.139315
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1017        12813        12753        60   0.469373
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1019        12743        12718        25   0.196379
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1029        13500        13461        39   0.289307
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt   chr1_S1_102        14583        14565        18   0.123508
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1035        13632        13605        27   0.198260
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1044        12885        12842        43   0.334279
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1048        16172        16130        42   0.260046
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1054        13101        13093         8   0.061083
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1059        16009        15984        25   0.156284
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt   chr1_S1_105        12860        12826        34   0.264736
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1063        15280        15242        38   0.249001
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1065        13598        13572        26   0.191388
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1067        12622        12590        32   0.253847
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1070        13469        13446        23   0.170908
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1071        12778        12763        15   0.117458
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1076        13476        13427        49   0.364272
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1077        13756        13716        40   0.291206
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1079        14601        14582        19   0.130213
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt   chr1_S1_107        13471        13443        28   0.208070
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1081        14281        14252        29   0.203273
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1085        13187        13161        26   0.197358
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1086        14594        14580        14   0.095976
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1094        16015        15928        87   0.544720
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1097        12593        12570        23   0.182808
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt    chr1_S1_10        13100        13085        15   0.114569
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1102        13720        13682        38   0.277352
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1116        15706        15624        82   0.523460
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt   chr1_S1_111        13322        13273        49   0.368490
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1120        13754        13715        39   0.283956
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1124        13605        13576        29   0.213384
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1125        13611        13584        27   0.198566
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1126        13956        13937        19   0.136235
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1129        15175        15115        60   0.396170
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1132        12647        12610        37   0.292988
GWFA_err30%_60k.txt  GWFA_err30%_60k_github.txt  chr1_S1_1134        15077        15043        34   0.225764
