             File1                      File2          Case  File1_Value  File2_Value  AbsError   SMAPE(%)
------------------  -------------------------  ------------  -----------  -----------  --------  ---------
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1004         5429         5411        18   0.332103
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1005         1241         1240         1   0.080613
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1012          570          570         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1013         1728         1728         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1015         1179         1163        16   1.366354
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1016         2305         2269        36   1.574115
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1017          539          532         7   1.307190
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1019          620          619         1   0.161421
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1029         2297         2297         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1035         2811         2809         2   0.071174
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1044         1168         1149        19   1.640052
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1048         2890         2890         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1054          579          577         2   0.346021
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1059         1724         1723         1   0.058021
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt   chr1_S1_105         8952         8943         9   0.100587
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1063          620          617         3   0.485044
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1065         2283         2263        20   0.879894
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1067         2271         2256        15   0.662691
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1070         6668         6655        13   0.195151
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1071         4934         4929         5   0.101389
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1076         2251         2250         1   0.044435
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1077         2302         2278        24   1.048035
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1079         1700         1700         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt   chr1_S1_107         1220         1220         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1081         3352         3350         2   0.059684
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1085          597          597         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1086         2925         2925         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1094         1704         1703         1   0.058703
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1097         1221         1206        15   1.236094
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt    chr1_S1_10         1174         1173         1   0.085215
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1102         1719         1719         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1116         6731         6727         4   0.059444
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt   chr1_S1_111          641          625        16   2.527646
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1120         3363         3361         2   0.059488
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1124         3545         3509        36   1.020697
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1125         1219         1216         3   0.246407
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1126         1173         1172         1   0.085288
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1129          584          579         5   0.859845
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1132         8154         8142        12   0.147275
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1134         2840         2813        27   0.955245
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1140         4852         4850         2   0.041229
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1141         1190         1175        15   1.268499
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1147         1181         1181         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1148         1174         1174         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1150         5363         5358         5   0.093275
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1152         9184         9171        13   0.141651
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1156         2319         2292        27   1.171113
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1157         1211         1207         4   0.330852
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1161         1165         1165         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1165         1803         1803         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1170         1197         1182        15   1.261034
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1174         1859         1858         1   0.053807
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1175         1188         1184         4   0.337268
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1177         1121         1121         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1178         1210         1210         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1179         2828         2828         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1181         3423         3423         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1185          597          597         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1187         3766         3766         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1192         1211         1211         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1194         5130         5088        42   0.822079
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1195         7309         7307         2   0.027367
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt    chr1_S1_11         4514         4513         1   0.022156
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1201          589          589         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1204         6434         6431         3   0.046638
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1207         1167         1163         4   0.343348
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1212         4449         4432        17   0.382840
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt   chr1_S1_121         6339         6311        28   0.442688
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1220         1190         1190         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1226          597          577        20   3.407155
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1232         1139         1139         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1235         3454         3453         1   0.028956
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1236         1836         1792        44   2.425579
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1237         2892         2888         4   0.138408
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt   chr1_S1_123         1737         1737         0   0.000000
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1242         6847         6846         1   0.014606
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1244         4043         4031        12   0.297250
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1246         1753         1745         8   0.457404
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1251         2336         2310        26   1.119242
GWFA_err5%_60k.txt  GWFA_err5%_60k_github.txt  chr1_S1_1252          599          599         0   0.000000
