              File1                       File2          Case  File1_Value  File2_Value  AbsError  SMAPE(%)
-------------------  --------------------------  ------------  -----------  -----------  --------  --------
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1004         4279         4266        13  0.304272
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1017         3790         3789         1  0.026389
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1028         4709         4694        15  0.319047
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1035         4428         4425         3  0.067774
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt   chr1_S1_103         4477         4472         5  0.111744
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1041         8493         8479        14  0.164978
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1045         5332         5326         6  0.112591
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1048         4564         4564         0  0.000000
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1049         4189         4187         2  0.047755
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1050         4600         4599         1  0.021741
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1053         4078         4072         6  0.147239
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1055         4160         4159         1  0.024041
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1066         4430         4426         4  0.090334
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1072         5974         5970         4  0.066979
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1075         4256         4255         1  0.023499
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1077         4964         4963         1  0.020147
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1079         4223         4220         3  0.071065
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt   chr1_S1_107         4669         4665         4  0.085708
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1087         3890         3890         0  0.000000
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1088         4772         4756        16  0.335852
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1089         3962         3961         1  0.025243
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1090         3931         3929         2  0.050891
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1092         3861         3850        11  0.285307
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1096         3964         3951        13  0.328490
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1100         5967         5945        22  0.369375
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1101         4349         4348         1  0.022996
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1107         4011         4000        11  0.274622
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1126         3917         3916         1  0.025533
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1134         3793         3768        25  0.661288
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1136         4784         4782         2  0.041815
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1138         4103         4101         2  0.048757
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt   chr1_S1_113        10637        10600        37  0.348448
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1140         4966         4962         4  0.080580
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1143         3884         3882         2  0.051507
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1150         9558         9536        22  0.230439
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1154         3930         3923         7  0.178276
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1160         5581         5558        23  0.412963
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1161         3998         3995         3  0.075066
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt   chr1_S1_116         4324         4315         9  0.208357
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1170         7585         7560        25  0.330142
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1175         4450         4444         6  0.134922
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1181         7204         7197         7  0.097215
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1183         4822         4798        24  0.498960
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1188         4215         4201        14  0.332700
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1190         4007         4004         3  0.074897
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1193         4145         4107        38  0.920989
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1197         4479         4475         4  0.089346
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1207         5551         5535        16  0.288652
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1212         3918         3913         5  0.127698
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1216         5516         5506        10  0.181455
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1225         4451         4448         3  0.067423
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt   chr1_S1_122         4443         4437         6  0.135135
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1235         5058         5042        16  0.316832
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1237         5023         4988        35  0.699231
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt   chr1_S1_123         3993         3986         7  0.175461
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1242         4348         4345         3  0.069021
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1244         5350         5319        31  0.581123
GWFA_err15%_40k.txt  GWFA_err15%_40k_github.txt  chr1_S1_1250         4486         4483         3  0.066897
