             File1                      File2          Case  File1_Value  File2_Value  AbsError   SMAPE(%)
------------------  -------------------------  ------------  -----------  -----------  --------  ---------
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1004          765          763         2   0.261780
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1017         1910         1908         2   0.104767
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1028          788          788         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1035         1570         1570         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt   chr1_S1_103          421          421         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1041         1517         1517         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1045         1118         1117         1   0.089485
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1048         1560         1559         1   0.064123
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1049          399          399         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1050         4323         4322         1   0.023135
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1053         1144         1144         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1055          386          386         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1066         2969         2969         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1072          857          832        25   2.960332
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1075          423          423         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1077          798          797         1   0.125392
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1079         1242         1218        24   1.951220
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt   chr1_S1_107         1992         1980        12   0.604230
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1088         1549         1549         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1089         3035         3035         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1090          881          881         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1092          362          362         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1096          401          401         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1100          832          832         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1101         1170         1157        13   1.117318
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1107         1194         1194         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1126         2620         2620         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1134         1844         1844         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1136         3953         3953         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1138         1942         1940         2   0.103040
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt   chr1_S1_113         1179         1175         4   0.339847
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1140         2346         2346         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1143         4117         4112         5   0.121521
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1150         1142         1142         0   0.000000
GWFA_err5%_40k.txt  GWFA_err5%_40k_github.txt  chr1_S1_1154          417          410         7   1.692866
