             File1                      File2           Case  File1_Value  File2_Value  AbsError   SMAPE(%)
------------------  -------------------------  -------------  -----------  -----------  --------  ---------
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10001          599          599         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10014           86           86         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10034          379          379         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10038           99           98         1   1.015228
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10078          967          966         1   0.103466
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10107         1081         1081         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10113           87           87         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10117          926          922         4   0.432900
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10133          770          770         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10178          313          313         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10208          101          101         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt   chr1_S1_1022          586          585         1   0.170794
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10249          182          182         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10253          405          405         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10269         1010         1010         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10277          316          316         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10289          471          471         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10327          211          211         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10346          311          311         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10366          494          494         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10375         1215         1212         3   0.247219
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10376          228          228         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10381          305          305         0   0.000000
GWFA_err5%_10k.txt  GWFA_err5%_10k_github.txt  chr1_S1_10422          514          514         0   0.000000
